Pixel,Thickness (nm),
12080.000000,227.689850,
12090.000000,144.003708,
12096.000000,107.334030,
12130.000000,122.379623,
12137.000000,48.001236,
12145.000000,75.896622,
12161.000000,144.003708,
12162.000000,169.710007,
12163.000000,192.004944,
12188.000000,75.896622,
12197.000000,122.379623,
12215.000000,107.334030,
12229.000000,122.379623,
12235.000000,151.793243,
12253.000000,107.334030,
12254.000000,135.768005,
12257.000000,151.793243,
12281.000000,75.896622,
12286.000000,96.002472,
12309.000000,265.095490,
12321.000000,217.334839,
12325.000000,169.710007,
12342.000000,96.002472,
12369.000000,139.946442,
12370.000000,151.793243,
12371.000000,169.710007,
12387.000000,107.334030,
12399.000000,182.783264,
12408.000000,182.783264,
12440.000000,240.006180,
12469.000000,75.896622,
12507.000000,48.001236,
12524.000000,217.334839,
12550.000000,169.710007,
